"Отдел","Контрагент","Итого","cnt_first","cnt_second"
Отдел уплотнений,СИГМАПЛЮС ООО,1104160.16,6,5
Отдел уплотнений,ХойникиТрейд АО (БЕЛАРУСЬ),5149822.74,4,4
Отдел уплотнений,КопыльТрейд АО (БЕЛАРУСЬ),127570.83,1,0
Отдел уплотнений,ХИ-ПРОМ ООО,582000.00,1,0
Производство гидроцилиндров,ПРОЛЕТАРИЙ ООО,6628800.00,1,1
Отдел уплотнений,ТК ОРИОН ООО,624.96,0,1
Производство гидроцилиндров,ОктябрьскийКом АО (БЕЛАРУСЬ),134000.00,1,0
Отдел уплотнений,АДЕПТ ООО,13881.00,0,1
Трубка и РВД,БРИЛЛИАНТ ООО,28765.51,2,0
Производство гидроцилиндров,ИСКРА ООО,1126250.00,0,0
Трубка и РВД,СТАНДАРТ ООО,19121.00,1,0
Производство гидроцилиндров,УфаМед ООО,78000.00,1,0
Отдел уплотнений,ГоркиЭкспорт АО (БЕЛАРУСЬ),28011.72,0,2
Отдел уплотнений,ПИ-КОМ ООО,44162.85,2,1
Отдел уплотнений,НЮ-ПРОД ООО,533222.38,6,3
Трубка и РВД,ГАРПУН ООО,33396.00,1,0
Производство гидроцилиндров,ПЕРСЕЙ ООО,4800000.00,1,0
Отдел уплотнений,"ОМЕГА-ПРОМ ООО, Владивост",291866.98,6,3
Трубка и РВД,СЕЛЕНА ООО,869991.80,2,1
Трубка и РВД,РОДНИК ООО,7965.60,0,1
Отдел уплотнений,РудныйПроект ТОО (КИРГИЗИЯ),5564.16,0,1
Трубка и РВД,СТРОЙ-АЛЬЯНС ООО,17544.00,1,0
Отдел уплотнений,"ОАО ""АЛТТРАК""",36261.94,3,1
Трубка и РВД,ЮЖСТРОЙИНВЕСТ ООО,82568.06,1,0
Отдел уплотнений,РЕКА-СТРОЙ ООО,852694.94,6,4
Отдел труб и штоков,ОМИКРОНФИНАНС ООО,902497.42,4,5
Отдел труб и штоков,КалинковичиФарма АО (БЕЛАРУСЬ),436783.88,4,1
Производство гидроцилиндров,ГИДРОСЕРВИС ООО,8000.00,0,1
Трубка и РВД,ТИТАН-СТРОЙ ООО,40284.00,0,1
Отдел уплотнений,АЛЬФА-42 ООО,7877.58,2,3
Отдел уплотнений,"АО ""АВИАКОМПАНИЯ ""ВОСТОК""",13744.46,1,0
Отдел уплотнений,НЮКОМП ООО,1110955.21,6,5
Отдел уплотнений,ОМИКРОН-ИНЖ ООО,69410.27,2,1
Отдел уплотнений,ЙОТА-ПРОД ООО,8926.84,1,0
Производство гидроцилиндров,"ООО ""ГП ТРАНС 48""",783000.00,2,2
Трубка и РВД,АРМАДА ООО,12449.40,1,0
Отдел уплотнений,ВИКТОРИЯ-КОМ ООО,128935.96,2,2
Трубка и РВД,ДЕЛЬТА-КОМ ООО,112302.72,0,1
Отдел труб и штоков,"ИПСИЛОН-ПЛЮС ООО, Ижевск",36281.28,1,1
Отдел уплотнений,ФИ-ПРОМ ООО,4962.96,0,1
Отдел уплотнений,КраснопольеКонсалт АО (ГРУЗИЯ),15744.00,0,1
Отдел уплотнений,"ФИ-ТОРГ ООО, Барнаул",232019.59,2,2
Отдел уплотнений,ТюменьСервис АО,47063.85,3,1
Производство гидроцилиндров,"ООО ""Техпром""",76970.00,0,1
Отдел уплотнений,ТАУЭНЕРГО ООО,1762053.58,6,5
Производство гидроцилиндров,ПИ-МАШ ООО,203400.00,1,0
Отдел труб и штоков,ДубровноТрейд ООО (БЕЛАРУСЬ),3338145.01,2,4
Отдел труб и штоков,ТалдыкорганИнновации АО (ГРУЗИЯ),50563.31,0,1
Отдел уплотнений,БорисовМед ООО (БЕЛАРУСЬ),2425.44,0,1
Отдел уплотнений,"ООО ""МЕГАПРОМ-УРАЛ""",1485919.33,6,5
Отдел уплотнений,НесвижКонсалт АО (ГРУЗИЯ),9212.00,0,1
Отдел труб и штоков,ЗЕТАКОНСТРУКТ ООО,1879940.27,3,2
Отдел уплотнений,РечицаСтрой АО (БЕЛАРУСЬ),41388.96,2,1
Производство гидроцилиндров,КАППАКОНСТРУКТ ООО,608040.00,0,2
Отдел уплотнений,ГанцевичиЛогистика ООО (БЕЛАРУСЬ),348180.66,1,3
Отдел уплотнений,КлимовичЭнерго АО (РОССИЯ),1076306.71,5,3
Производство гидроцилиндров,УралЭкспорт ООО,129600.00,1,0
Отдел труб и штоков,ТЭТАТРАНС ООО,2836748.35,6,5
Отдел труб и штоков,ИвановоТрейд ООО (БЕЛАРУСЬ),30388.66,1,1
Отдел уплотнений,ИвановоФарма ООО (БЕЛАРУСЬ),183742.02,2,0
Производство гидроцилиндров,КАППАКОМП ООО,33300.00,0,1
Отдел труб и штоков,РОИНВЕСТ ООО,14358381.74,6,5
Трубка и РВД,ЭЛЕГАНТ ООО,25036.08,1,0
Отдел труб и штоков,МогилевТрейд ООО (БЕЛАРУСЬ),316820.46,1,2
Производство гидроцилиндров,КВАДРАТ ООО,13590000.00,2,2
Отдел труб и штоков,ОМЕГАПРОМ ООО,1925762.76,6,4
Отдел уплотнений,"ПСИ-КОМ ООО, Ярославль",27517.96,0,1
Трубка и РВД,НЮ-ПРОД ООО,64883.90,1,3
Отдел уплотнений,КричевТранс АО (ГРУЗИЯ),4248.52,0,1
Отдел уплотнений,ДонецкИнновации АО,343278.70,0,3
Отдел труб и штоков,ТитанТрейд АО,1519984.22,6,5
Отдел уплотнений,ОсиповичиМед ТОО (БЕЛАРУСЬ),14179.76,2,0
Отдел уплотнений,ФИНАРОЗ+ ООО,2764.80,1,0
Отдел труб и штоков,ЗЕТАСТРОЙ ООО,5535684.16,6,4
Отдел труб и штоков,ТамбовИндустрия ООО,221934.34,4,4
Трубка и РВД,ОМЕГА-ЭНЕРГО ООО,33210.00,1,0
Трубка и РВД,ТАЙФУН ООО,2814.14,0,1
Отдел уплотнений,ИПСИЛОНТОРГ ООО,668412.55,5,3
Отдел труб и штоков,ЙОТАИНВЕСТ ООО,1421932.45,5,4
Производство гидроцилиндров,КАСКАД ООО,8977300.00,2,1
Производство гидроцилиндров,ВИНЧЕСТЕР ООО,10200.00,1,0
Отдел уплотнений,ХиХимия ООО,13526026.05,6,5
Трубка и РВД,УРАЛХИМСЕРВИС ООО,155645.00,0,1
Производство гидроцилиндров,КИНЕФ ООО,3075000.00,0,1
Отдел уплотнений,ЭПСИЛОНТРАНС ООО,445454.19,4,4
Отдел уплотнений,ТолочинФинанс ООО (БЕЛОРУСЬ),24953.76,0,1
Производство гидроцилиндров,ЖИЛСЕРВИС ООО,1353200.00,2,0
Отдел уплотнений,ОМЕГА-КОМ ООО,126571.05,3,2
Отдел уплотнений,ПружаныТрейд ООО (БЕЛАРУСЬ),2442207.36,5,4
Отдел уплотнений,СтолинФарма ООО (УЗБЕКИСТАН),5459.00,1,0
Отдел уплотнений,"ООО ""Техпром""",56317.28,2,3
Трубка и РВД,СКАЙ ООО,2005.05,1,0
Отдел уплотнений,КОМПЛЕКС-МАШ ООО,365242.50,1,1
Отдел труб и штоков,ЛямбдаФинанс ОАО,46738.16,1,2
Отдел труб и штоков,НЮКОМП ООО,1312759.91,6,3
Трубка и РВД,ХИ-ИНЖ ООО,4870.40,1,0
Отдел труб и штоков,КобринТрейд ООО (БЕЛАРУСЬ),1210854.03,4,2
Отдел уплотнений,УФА-СТРОЙ ООО,161556.79,2,1
Отдел уплотнений,РостовИнновации АО (ГРУЗИЯ),41964.42,2,0
Отдел уплотнений,ИПСИЛОН-ИНЖ ООО,91096.76,3,2
Отдел уплотнений,СевастопольСтрой ООО,12718.80,0,2
Трубка и РВД,ГАММАЭНЕРГО ООО,999.60,1,0
Производство гидроцилиндров,ПАЛИТРА ООО,697870.00,1,1
Отдел уплотнений,"ОАО ""АК ""АСТРАХАНСКИЕ АВИАЛИНИИ""",257655.25,4,4
Отдел уплотнений,ЧаусыКом ТОО (БЕЛАРУСЬ),169296.58,1,2
Отдел труб и штоков,КопыльЭнерго АО (РОССИЯ),677012.88,4,1
Трубка и РВД,БАЛТИК-СТРОЙ ООО,12180.00,1,0
Отдел уплотнений,АЛЬФА-36 ООО,856269.13,3,0
Отдел труб и штоков,КировскКом АО (БЕЛАРУСЬ),231946.04,1,0
Отдел уплотнений,АЛЬФА-СТРОЙ ООО,34876.26,1,1
Производство гидроцилиндров,МЕДИУМ ООО,3573750.00,2,2
Производство гидроцилиндров,ОПТИМУМ ООО,825000.00,1,0
Отдел уплотнений,МЮ-МАШ ООО,251048.18,6,4
Отдел уплотнений,КалинковичиЛогистика АО (БЕЛАРУСЬ),480588.00,4,0
Производство гидроцилиндров,КОНСТРУКТОР ООО,267840.00,1,0
Отдел уплотнений,ЛьвовКом АО,28053.60,1,0
Производство гидроцилиндров,МЕДИЦИНА ООО,234560.00,1,0
Отдел уплотнений,БерезаМед АО (УКРАИНА),156360.36,1,1
Производство гидроцилиндров,МАГИСТР ООО,287150.00,0,1
Трубка и РВД,АГРОСЕРВИС ООО,377537.50,2,0
Трубка и РВД,ЛЕГИОН ООО,8620.40,0,2
Отдел уплотнений,ИПСИЛОНПРОД ООО,4758484.04,6,5
Трубка и РВД,АЛЬБАТРОС ООО,182444.00,1,0
Производство гидроцилиндров,БАЛТИКА ООО,1592000.00,0,1
Производство гидроцилиндров,ЯкутскЭнерго ТОО,992000.00,1,0
Отдел уплотнений,УРАЛШИНА ООО,10868.93,2,0
Производство гидроцилиндров,ВЕНЕТА ООО,980800.00,0,1
Отдел уплотнений,РОТРЕЙД ООО,861951.53,6,4
Отдел уплотнений,ВоложинТрейд ООО (БЕЛАРУСЬ),1506940.26,6,4
Производство гидроцилиндров,КЕДР ООО,144960.00,0,1
Отдел уплотнений,"АО ""АПАТИТ""",102815.82,4,0
Отдел уплотнений,ЛунинецИнвест ООО (БЕЛАРУСЬ),69183.07,1,1
Производство гидроцилиндров,НЮПРОД ООО,156400.00,0,1
Отдел уплотнений,ГАММАТРЕЙД ООО,461642.89,5,2
Отдел уплотнений,ИвацевичиИнвест АО (БЕЛАРУСЬ),158524.80,0,1
Отдел уплотнений,БЕТА-МАШ ООО,460219.79,6,4
Трубка и РВД,РОБУСТ ООО,108834.00,1,0
Производство гидроцилиндров,ИНТЕРЬЕР ООО,302000.00,1,0
Отдел уплотнений,НЮ-ИНВЕСТ ООО,395622.52,6,5
Производство гидроцилиндров,ОршаКонсалт АО (ГРУЗИЯ),404000.00,1,0
Трубка и РВД,РАЗВИТИЕ-ТЕХ ООО,53500.00,0,2
Производство гидроцилиндров,КсиКонсалт ТОО (АРМЕНИЯ),1536270.00,2,1
Отдел уплотнений,КостюковичиСервис АО (БЕЛАРУСЬ),246640.09,4,3
Трубка и РВД,МЮ-СТРОЙ ООО,83543.70,2,0
Производство гидроцилиндров,ОТАВА ООО,687360.00,1,0
Отдел труб и штоков,СтолинЛогистика ООО (БЕЛАРУСЬ),48481.57,1,0
Трубка и РВД,СВЕТ ООО,9960.00,1,0
Отдел уплотнений,Андромеда ООО,12664.18,0,2
Трубка и РВД,СОКОЛ ООО,217095.30,1,0
Трубка и РВД,АТОЛЛ ООО,45684.00,1,0
Отдел уплотнений,ТолочинЛогистика АО (БЕЛАРУСЬ),550749.34,6,4
Производство гидроцилиндров,МИРТ ООО,104320.00,3,0
Производство гидроцилиндров,ПЕГАС ООО,810240.00,1,0
Отдел уплотнений,ВитебскФинанс АО (МОЛДОВА),65064.60,1,0
Производство гидроцилиндров,ГЕРМЕС ООО,824904.00,1,0
Отдел уплотнений,АВАНГАРД-СТРОЙ ООО,65397.60,0,1
Отдел уплотнений,БобруйскКом АО (БЕЛАРУСЬ),3962.23,1,1
Производство гидроцилиндров,БОРА ООО,100400.00,1,0
Отдел уплотнений,ФОТОН ООО,1301.40,0,1
Отдел уплотнений,АЛЬФА-7 ООО,13242.94,2,3
Отдел труб и штоков,ФИСТРОЙ ООО,2146324.07,6,4
Производство гидроцилиндров,ХантыМансийскийЭнерго АО (РОССИЯ),1210514.00,1,0
Производство гидроцилиндров,ДАЙМОНД ООО,1390720.00,1,0
Отдел труб и штоков,"БЕТА-СТРОЙ ООО, Санкт-Петербург",2778.54,1,0
Трубка и РВД,СТРОЙСЕРВИС ООО,85962.00,1,0
Отдел уплотнений,ПИТРАНС ООО,2290169.18,4,3
Отдел уплотнений,КАППА-МАШ ООО,6328.86,0,1
Отдел уплотнений,КраснопольеКом ТОО (БЕЛАРУСЬ),12670.56,1,0
Отдел уплотнений,ЕльскЭкспорт ТОО (БЕЛАРУСЬ),51198.99,3,2
Отдел труб и штоков,ОршаИнновации АО (БЕЛАРУСЬ),12438.66,0,2
Трубка и РВД,ПинскИндустрия ООО (БЕЛОРУСЬ),114419.20,0,1
Отдел уплотнений,ИвановоЭкспорт АО (БЕЛАРУСЬ),457710.29,1,2
Отдел уплотнений,ОМИКРОН-ИНВЕСТ ООО,962152.85,2,4
